order_Id,user,item_Id,nbr_of_units,date_time,amount
449,user79,705,10,21:35:01,869.9216745937233
449,user79,888,3,21:35:01,258.3536373692453
450,user1629,292,10,01:09:53,161.34902546440821
450,user1629,389,3,01:09:53,220.30004039506844
450,user1629,481,1,01:09:53,35.35920264420055
451,user1043,220,3,01:39:18,184.7750257049048
451,user1043,130,8,01:39:18,396.9939963847671
451,user1043,822,2,01:39:18,8.160879405583362
451,user1043,406,6,01:39:18,471.7528174545657
451,user1043,911,7,01:39:18,210.5775811163428
452,user125,811,9,06:41:37,580.18021571997
452,user125,443,1,06:41:37,85.47525431229187
452,user125,673,1,06:41:37,85.58723014305201
453,user1172,237,10,15:30:31,402.67887574545273
453,user1172,981,4,15:30:31,106.15925061400914
453,user1172,351,4,15:30:31,247.821239886374
453,user1172,661,2,15:30:31,38.7029711748436
454,user2080,533,2,01:53:09,16.96112157182306
454,user2080,296,5,01:53:09,104.964152828078
454,user2080,934,3,01:53:09,243.14298347636938
454,user2080,17,8,01:53:09,249.31001601987515
455,user693,503,3,21:47:34,195.55311659452923
455,user693,380,5,21:47:34,57.570430635108096
456,user1141,273,4,08:41:54,309.8539197192675
457,user1041,592,1,06:00:12,22.377561225885792
457,user1041,343,4,06:00:12,335.5199948034126
457,user1041,486,4,06:00:12,132.9510215771542
457,user1041,61,4,06:00:12,339.78341658704
457,user1041,319,6,06:00:12,325.37516433173164
458,user1575,201,3,02:51:52,190.4410931706631
458,user1575,355,7,02:51:52,339.53516748341633
459,user1900,643,9,23:26:28,357.7737495114395
459,user1900,392,3,23:26:28,140.35108048224555
459,user1900,348,5,23:26:28,154.56959096013583
460,user2551,564,9,06:29:46,256.20739412469527
461,user2273,116,5,08:06:43,437.8250631024553
462,user1141,175,1,06:29:12,81.61061303418457
462,user1141,464,8,06:29:12,172.2431749798445
462,user1141,482,9,06:29:12,51.167622587622446
462,user1141,205,5,06:29:12,127.45286093090662
463,user1907,632,1,10:02:23,27.94649381482458
463,user1907,468,3,10:02:23,33.260411817330876
463,user1907,818,1,10:02:23,31.54813351546258
464,user2217,869,3,11:03:44,224.31645550577542
464,user2217,731,9,11:03:44,116.31547742810388
464,user2217,961,2,11:03:44,65.98775209653996
464,user2217,331,10,11:03:44,722.5620280829474
464,user2217,859,3,11:03:44,125.72035595148509
465,user645,81,6,01:24:10,497.639056032338
466,user2962,31,8,08:58:54,525.26311335089
466,user2962,999,5,08:58:54,90.70751267757437
466,user2962,937,7,08:58:54,413.0439625432006
466,user2962,987,6,08:58:54,487.31042181815064
466,user2962,56,1,08:58:54,27.125806259635752
467,user2540,633,10,15:50:42,896.3931170249783
468,user97,798,10,02:55:56,230.51196406488518
468,user97,284,5,02:55:56,311.21986972553856
468,user97,83,10,02:55:56,115.49828435927822
468,user97,537,3,02:55:56,260.75353451842244
468,user97,822,3,02:55:56,12.241319108375043
469,user399,617,7,15:55:37,270.1782405064677
469,user399,98,7,15:55:37,494.1399094374864
469,user399,535,1,15:55:37,69.76303205715573
469,user399,985,8,15:55:37,125.74417145370745
469,user399,773,4,15:55:37,348.5722342074916
470,user672,440,6,00:40:50,180.86102343275402
470,user672,610,3,00:40:50,80.83699187932925
471,user1707,881,10,16:42:14,733.9680309753405
471,user1707,693,7,16:42:14,392.2754581969808
471,user1707,740,2,16:42:14,34.37859678191555
471,user1707,105,3,16:42:14,76.44574862876657
472,user2586,344,4,12:00:44,159.45314791665834
473,user1671,775,2,22:44:45,10.969017173670611
473,user1671,313,3,22:44:45,117.52186474939177
473,user1671,360,2,22:44:45,42.633757218146535
473,user1671,820,7,22:44:45,128.5075187213817
474,user119,193,8,18:58:43,195.90230725321035
474,user119,246,2,18:58:43,168.18031345483047
474,user119,829,3,18:58:43,137.56068109231254
475,user452,325,3,20:22:08,143.66590784446967
476,user448,872,9,06:07:37,439.53051780254094
477,user2116,556,4,17:27:29,143.55061496624228
478,user1610,265,3,23:47:38,101.98640914781731
478,user1610,781,4,23:47:38,4.786510903747382
478,user1610,911,6,23:47:38,180.4950695282938
478,user1610,891,9,23:47:38,401.23316780156046
479,user832,538,6,23:50:42,395.3614486537549
479,user832,520,9,23:50:42,428.1156571711607
479,user832,949,10,23:50:42,359.1889494819344
479,user832,764,3,23:50:42,61.892017506994904
479,user832,706,6,23:50:42,528.2236114579089
480,user1267,84,8,15:37:11,480.6722312828465
480,user1267,528,3,15:37:11,196.31229080818903
481,user53,752,10,21:02:50,849.5720749360215
481,user53,288,9,21:02:50,390.772107410569
482,user2085,731,3,01:04:51,38.771825809367954
482,user2085,747,7,01:04:51,611.7114449874472
483,user1948,847,5,02:57:15,9.40007841434127
483,user1948,124,5,02:57:15,225.3241655978082
483,user1948,234,9,02:57:15,674.5147237565664
484,user471,513,10,05:03:01,455.2422667310178
484,user471,464,7,05:03:01,150.71277810736393
485,user558,982,7,22:01:35,189.55580401289964
485,user558,262,5,22:01:35,183.47807054960484
485,user558,220,7,22:01:35,431.1417266447779
485,user558,599,10,22:01:35,43.6207060513673
486,user2236,830,6,04:24:13,91.99014546173275
486,user2236,18,9,04:24:13,89.75661642663006
486,user2236,9,4,04:24:13,94.0186519531862
486,user2236,809,3,04:24:13,70.64630402289254
486,user2236,499,5,04:24:13,241.14476269583258
487,user2000,71,3,02:41:05,137.26934375644908
487,user2000,470,10,02:41:05,617.8113942503596
487,user2000,54,3,02:41:05,97.47540977239737
488,user789,936,3,03:50:37,263.66444322837157
488,user789,886,9,03:50:37,562.3283076584672
488,user789,423,1,03:50:37,90.7619927594753
488,user789,972,10,03:50:37,426.7451655747383
488,user789,144,10,03:50:37,617.302582022875
489,user21,221,6,15:01:25,192.4023381867229
489,user21,109,3,15:01:25,118.02451529240805
489,user21,850,3,15:01:25,153.61837007509888
489,user21,674,10,15:01:25,770.9852269250599
489,user21,655,5,15:01:25,317.13525844727167
490,user246,166,8,00:22:34,353.44991583403646
490,user246,758,2,00:22:34,32.28893212215958
491,user595,555,8,17:12:40,251.71053525992002
492,user815,504,10,01:21:36,165.9709775870828
492,user815,210,3,01:21:36,225.88746041274857
493,user2758,447,9,04:58:27,183.0826287909458
493,user2758,131,10,04:58:27,215.76468440291112
493,user2758,894,7,04:58:27,266.06812012413684
493,user2758,851,2,04:58:27,95.55423377447634
493,user2758,505,9,04:58:27,680.3703905860375
494,user1045,18,5,09:50:10,49.86478690368337
494,user1045,940,9,09:50:10,492.45899966113484
494,user1045,651,3,09:50:10,30.66958124651203
494,user1045,254,4,09:50:10,312.7275843093678
494,user1045,385,5,09:50:10,366.7057368385425
495,user2153,120,7,15:48:39,59.37375891187288
495,user2153,754,1,15:48:39,36.09771185070028
495,user2153,754,3,15:48:39,108.29313555210084
496,user1246,264,9,01:57:37,728.5962435616225
496,user1246,178,1,01:57:37,59.59213262855145
496,user1246,691,6,01:57:37,123.01835997115208
496,user1246,135,8,01:57:37,491.11475295886476
497,user1807,872,3,06:47:06,146.51017260084697
497,user1807,209,8,06:47:06,444.90271205725713
497,user1807,591,7,06:47:06,53.36458415397112
498,user2955,632,6,00:59:32,167.6789628889475
498,user2955,614,2,00:59:32,104.78004762212983
498,user2955,233,10,00:59:32,559.9081702657463
498,user2955,439,6,00:59:32,232.76290659459187
498,user2955,648,3,00:59:32,213.4554588384608
499,user13,967,4,14:09:23,76.06281992449377
499,user13,640,1,14:09:23,67.96424904883851
499,user13,254,1,14:09:23,78.18189607734195
499,user13,868,5,14:09:23,345.3839990374169
499,user13,427,4,14:09:23,349.1480271802874
500,user825,174,10,23:06:13,580.6809625554821
500,user825,604,2,23:06:13,27.920952655388177
500,user825,252,1,23:06:13,64.323430933049
501,user1663,84,7,18:05:38,420.5882023724907
502,user1734,307,2,22:22:29,93.51000376239989
502,user1734,142,4,22:22:29,333.36153072324583
502,user1734,503,5,22:22:29,325.921860990882
503,user299,992,5,02:46:24,82.08223610568649
503,user299,433,6,02:46:24,523.5779313648886
504,user691,660,10,21:21:40,733.866286585399
504,user691,36,4,21:21:40,96.17517078819405
505,user2778,739,10,19:52:08,391.1232328041854
505,user2778,615,7,19:52:08,590.3153429554169
505,user2778,844,8,19:52:08,256.5621088451271
505,user2778,703,3,19:52:08,203.38219449413867
506,user457,113,1,17:36:19,61.17066365822896
507,user1978,341,8,21:03:30,367.35236410107154
507,user1978,857,5,21:03:30,240.83879360127133
507,user1978,316,1,21:03:30,50.47772413663667
507,user1978,404,9,21:03:30,289.27816864756426
507,user1978,406,8,21:03:30,629.0037566060876
508,user160,840,1,17:56:51,37.306822934117
508,user160,814,8,17:56:51,704.153898746286
508,user160,460,7,17:56:51,562.9208496100664
508,user160,754,7,17:56:51,252.68398295490195
508,user160,363,7,17:56:51,144.74838437058466
509,user774,938,6,01:08:01,386.7538165689878
510,user1422,153,10,16:33:35,663.3262700031835
510,user1422,172,8,16:33:35,417.8085749934261
510,user1422,259,1,16:33:35,14.136950965171065
510,user1422,157,1,16:33:35,9.832097158231687
511,user688,184,2,03:00:21,113.4667362192481
511,user688,59,5,03:00:21,221.5796323527258
511,user688,977,6,03:00:21,454.88601756849016
511,user688,292,7,03:00:21,112.94431782508573
511,user688,73,3,03:00:21,115.50134657628266
512,user974,790,10,14:07:25,512.3589182306741
513,user1079,788,1,10:40:55,63.07709051281278
513,user1079,413,9,10:40:55,330.7373356031011
513,user1079,212,4,10:40:55,21.54756644087541
513,user1079,189,3,10:40:55,110.09725084662794
513,user1079,147,10,10:40:55,14.251697401884414
514,user675,971,1,03:20:09,56.35958806314092
515,user2485,28,5,08:41:10,124.59073511655637
515,user2485,378,8,08:41:10,614.8595498392684
516,user89,402,1,23:46:24,35.949103929642575
516,user89,166,6,23:46:24,265.0874368755274
516,user89,632,6,23:46:24,167.6789628889475
516,user89,109,1,23:46:24,39.34150509746935
517,user623,649,5,01:04:13,369.6031499411981
517,user623,563,6,01:04:13,19.08337964094074
517,user623,328,1,01:04:13,89.59354920154199
518,user493,951,2,20:56:48,117.02549404253742
518,user493,882,7,20:56:48,341.7757445926652
518,user493,976,8,20:56:48,96.34537132432357
518,user493,610,4,20:56:48,107.78265583910566
519,user2024,2,3,23:48:40,6.56331335115985
519,user2024,807,10,23:48:40,510.62120776570333
519,user2024,233,8,23:48:40,447.92653621259706
519,user2024,53,9,23:48:40,355.6924016670934
520,user1127,904,3,04:10:21,71.58771910482612
520,user1127,755,4,04:10:21,320.7135316267106
520,user1127,943,8,04:10:21,565.3296323334102
520,user1127,642,7,04:10:21,342.68869057596254
521,user24,636,10,10:22:51,215.93002344896433
521,user24,6,2,10:22:51,84.25635291117378
522,user2582,983,6,15:41:30,544.418509998583
523,user2176,5,1,11:16:37,64.24845302379013
523,user2176,54,5,11:16:37,162.45901628732895
523,user2176,957,3,11:16:37,8.98092164865614
523,user2176,725,9,11:16:37,208.6796557480179
524,user102,688,3,20:45:31,267.5559629166919
525,user1111,796,2,16:58:35,173.83763145620694
525,user1111,625,1,16:58:35,28.88170305438328
526,user977,17,9,06:20:25,280.47376802235954
526,user977,736,1,06:20:25,28.72653871010325
527,user1143,234,2,16:16:38,149.89216083479252
527,user1143,919,1,16:16:38,72.17605761137467
527,user1143,123,8,16:16:38,603.4176485265602
527,user1143,751,4,16:16:38,277.0267580948618
528,user298,319,5,00:22:13,271.14597027644305
529,user115,356,3,15:04:34,27.089566902921447
529,user115,224,3,15:04:34,272.1350320808202
529,user115,263,4,15:04:34,147.16899548272332
529,user115,190,5,15:04:34,37.30148967297415
529,user115,162,2,15:04:34,63.852509164550874
530,user1664,965,8,14:02:15,619.6262258323651
530,user1664,76,9,14:02:15,638.0177692415713
530,user1664,459,5,14:02:15,400.08028569769243
530,user1664,913,4,14:02:15,150.469312869645
530,user1664,654,8,14:02:15,412.69831880822215
531,user122,551,9,12:22:28,517.2825685407623
532,user1088,306,3,21:00:36,119.54272400985957
533,user1478,436,7,08:27:35,154.86417082628006
533,user1478,538,7,08:27:35,461.25502342938074
534,user1943,91,3,09:32:35,184.27430152140346
534,user1943,518,4,09:32:35,271.6498016854417
534,user1943,492,1,09:32:35,83.78335090286947
534,user1943,645,4,09:32:35,351.6482080737561
535,user1248,223,2,16:39:55,73.62799699963749
535,user1248,578,9,16:39:55,719.9078218403173
535,user1248,818,2,16:39:55,63.09626703092516
536,user734,955,5,20:58:51,35.553926731559415
536,user734,477,9,20:58:51,649.2350515018416
537,user1814,871,9,07:43:23,379.95665748237377
537,user1814,2,6,07:43:23,13.1266267023197
537,user1814,252,1,07:43:23,64.323430933049
538,user965,90,8,22:16:35,18.048224870752858
539,user2429,552,3,22:11:02,146.47780987171495
540,user131,468,3,04:56:34,33.260411817330876
540,user131,431,6,04:56:34,479.7641357952174
540,user131,49,1,04:56:34,33.515636547824755
540,user131,767,6,04:56:34,251.73889492192097
541,user1287,170,6,12:24:25,297.44826454522894
541,user1287,279,1,12:24:25,25.387585066668205
541,user1287,104,5,12:24:25,404.12915924691424
542,user2953,143,6,23:20:48,430.99295807746114
542,user2953,657,6,23:20:48,276.4265619388085
542,user2953,807,6,23:20:48,306.372724659422
543,user2060,231,6,19:41:50,301.4171228168143
543,user2060,572,4,19:41:50,308.22016409551946
543,user2060,473,5,19:41:50,99.07923089973801
543,user2060,346,1,19:41:50,25.918288148726763
543,user2060,463,7,19:41:50,8.63598714707615
544,user1726,407,9,01:55:58,672.1998326837668
544,user1726,654,7,01:55:58,361.1110289571944
544,user1726,209,10,01:55:58,556.1283900715714
544,user1726,236,4,01:55:58,182.85296928222263
545,user1107,581,1,11:45:44,1.6792654183125602
545,user1107,599,3,11:45:44,13.086211815410191
546,user2637,787,2,04:20:08,50.382665395264304
546,user2637,150,7,04:20:08,107.51139200774193
546,user2637,771,5,04:20:08,173.1049973862572
546,user2637,319,1,04:20:08,54.22919405528861
546,user2637,969,9,04:20:08,524.9701152831095
547,user1116,966,10,01:14:19,615.4156911309615
547,user1116,356,9,01:14:19,81.26870070876434
547,user1116,557,8,01:14:19,264.4202776936585
548,user2017,698,6,00:44:17,436.00805483448374
548,user2017,863,1,00:44:17,49.03262613097918
548,user2017,813,8,00:44:17,60.13203198153985
548,user2017,948,4,00:44:17,88.92488718581585
548,user2017,50,4,00:44:17,158.82332101611243
549,user1667,863,9,16:02:01,441.2936351788126
549,user1667,809,10,16:02:01,235.4876800763085
549,user1667,972,1,16:02:01,42.67451655747383
550,user2058,162,4,03:44:12,127.70501832910175
550,user2058,998,5,03:44:12,423.87272921757693
551,user656,365,2,18:14:58,126.34130796773479
551,user656,283,5,18:14:58,265.3002036051416
551,user656,177,9,18:14:58,179.13562746755736
552,user1670,970,10,10:22:18,231.58282855832553
552,user1670,73,3,10:22:18,115.50134657628266
552,user1670,638,8,10:22:18,691.9314613606331
552,user1670,66,5,10:22:18,110.57916365792957
553,user557,437,8,22:26:36,68.04199653275364
554,user943,617,6,06:15:16,231.58134900554376
554,user943,684,8,06:15:16,65.45843528547479
554,user943,926,5,06:15:16,17.862898630568388
554,user943,407,3,06:15:16,224.0666108945889
555,user2144,409,9,21:29:46,281.25393009745693
555,user2144,948,7,21:29:46,155.61855257517774
556,user2040,863,5,05:05:05,245.1631306548959
556,user2040,12,6,05:05:05,173.58296287133777
556,user2040,948,1,05:05:05,22.231221796453962
556,user2040,13,1,05:05:05,60.943212070321174
556,user2040,713,6,05:05:05,522.5951215559745
557,user433,151,2,02:41:32,175.6835526670232
557,user433,761,5,02:41:32,357.73437906046854
557,user433,512,10,02:41:32,214.24283923840008
557,user433,423,7,02:41:32,635.3339493163271
557,user433,670,3,02:41:32,174.19693311387633
558,user2456,5,7,22:51:24,449.7391711665309
558,user2456,512,9,22:51:24,192.81855531456006
558,user2456,326,10,22:51:24,686.1985352043437
558,user2456,161,4,22:51:24,330.35622797738677
559,user2667,932,1,15:01:40,63.65388700710675
559,user2667,545,3,15:01:40,258.4435999897148
559,user2667,810,5,15:01:40,207.0366506474254
559,user2667,903,7,15:01:40,554.2321498009375
560,user1073,115,9,16:44:39,564.9843115017014
561,user447,959,3,02:06:27,212.7771865725075
561,user447,401,6,02:06:27,490.1425494201061
562,user1436,327,7,04:37:43,294.9110857745312
562,user1436,328,5,04:37:43,447.96774600770993
562,user1436,447,10,04:37:43,203.42514310105088
562,user1436,444,5,04:37:43,101.64543546061971
562,user1436,563,3,04:37:43,9.54168982047037
563,user1110,856,3,10:39:50,177.11626859468038
563,user1110,688,8,10:39:50,713.482567777845
564,user2832,860,8,07:48:31,591.3034752247892
565,user1144,693,10,07:26:45,560.3935117099727
566,user2312,5,2,06:10:15,128.49690604758027
566,user2312,256,4,06:10:15,250.72721835804634
567,user399,101,5,09:34:24,334.85046888373734
568,user1031,185,2,19:53:32,154.65703895983964
568,user1031,158,4,19:53:32,286.9409354344591
568,user1031,98,6,19:53:32,423.5484938035598
568,user1031,486,6,19:53:32,199.4265323657313
568,user1031,877,5,19:53:32,337.00335210891205
569,user1799,465,10,14:25:00,861.7787715148652
570,user403,372,6,20:49:12,311.7446120462222
571,user1009,303,10,14:17:28,372.6734396533572
571,user1009,328,2,14:17:28,179.18709840308398
571,user1009,705,5,14:17:28,434.96083729686165
571,user1009,726,7,14:17:28,181.5058110056395
571,user1009,262,9,14:17:28,330.2605269892887
572,user1724,889,7,08:46:09,267.98079564347523
572,user1724,156,5,08:46:09,309.3989023880822
573,user2012,898,5,00:58:49,321.72361166663916
573,user2012,771,7,00:58:49,242.34699634076006
574,user518,569,8,17:48:06,684.4805967797192
574,user518,908,5,17:48:06,288.1432862036969
574,user518,682,7,17:48:06,162.02638925626533
575,user316,585,3,15:25:34,41.107075403873964
576,user1739,257,8,00:17:38,128.27794771427102
576,user1739,71,9,00:17:38,411.8080312693472
576,user1739,60,5,00:17:38,235.6563271383453
576,user1739,862,10,00:17:38,33.538977867951836
577,user942,683,3,02:45:41,145.48754506566536
577,user942,25,8,02:45:41,360.9292589857236
578,user1216,638,7,05:45:40,605.440028690554
579,user2759,853,10,07:12:47,473.89847272429705
579,user2759,781,8,07:12:47,9.573021807494763
579,user2759,119,3,07:12:47,59.87384674613959
580,user98,923,8,19:48:00,46.27854621601587
580,user98,216,7,19:48:00,157.2723040369673
580,user98,664,8,19:48:00,619.5301110806184
581,user2935,796,1,09:01:24,86.91881572810347
581,user2935,230,2,09:01:24,51.53115952278449
581,user2935,780,4,09:01:24,274.46202785332
581,user2935,774,9,09:01:24,682.2406929772353
581,user2935,501,8,09:01:24,137.90441952837816
582,user2322,393,8,10:07:55,104.21333041639465
582,user2322,703,8,10:07:55,542.3525186510365
582,user2322,895,6,10:07:55,541.8203975394997
582,user2322,941,1,10:07:55,58.488468888232525
582,user2322,585,7,10:07:55,95.9165092757059
583,user511,853,10,20:42:07,473.89847272429705
583,user511,480,7,20:42:07,395.8022889214381
584,user1051,380,3,00:06:58,34.542258381064855
584,user1051,352,1,00:06:58,90.30277296194377
584,user1051,53,2,00:06:58,79.04275592602076
585,user987,254,4,04:47:06,312.7275843093678
586,user1916,113,10,11:50:22,611.7066365822895
586,user1916,115,4,11:50:22,251.10413844520062
586,user1916,310,6,11:50:22,499.0426859861549
586,user1916,232,9,11:50:22,362.9306426953383
587,user1955,729,7,22:19:43,331.0682413956252
587,user1955,852,1,22:19:43,27.457254788473502
587,user1955,76,7,22:19:43,496.2360427434443
587,user1955,230,6,22:19:43,154.59347856835348
587,user1955,784,6,22:19:43,58.61455093844165
588,user1584,767,5,00:31:27,209.78241243493414
589,user1578,581,10,04:41:41,16.792654183125602
589,user1578,198,6,04:41:41,401.7215252817739
590,user2532,59,3,10:22:35,132.9477794116355
590,user2532,399,8,10:22:35,9.474920525094934
590,user2532,669,4,10:22:35,74.70760177359175
591,user267,870,2,02:38:16,130.96802145882532
591,user267,795,1,02:38:16,90.00348197643342
592,user651,86,9,04:41:00,642.6766245238983
592,user651,264,7,04:41:00,566.6859672145952
592,user651,883,5,04:41:00,301.51973915044556
592,user651,629,6,04:41:00,249.0564016161287
592,user651,670,1,04:41:00,58.06564437129211
593,user2100,406,3,02:23:44,235.87640872728284
593,user2100,800,7,02:23:44,355.4446246509928
594,user2788,951,4,02:19:34,234.05098808507483
595,user53,849,5,10:40:16,29.600581181077953
596,user1094,225,10,23:09:45,225.7780457066641
596,user1094,743,8,23:09:45,312.3265956142645
597,user205,251,9,16:35:34,692.6178759339722
598,user1499,748,1,14:46:51,74.36076650402312
599,user573,83,5,09:58:49,57.74914217963911
599,user573,978,9,09:58:49,526.2028300463469
599,user573,158,2,09:58:49,143.47046771722955
599,user573,368,7,09:58:49,343.9118346181404
599,user573,755,5,09:58:49,400.8919145333883
600,user2377,848,3,04:20:08,176.59786774928935
600,user2377,156,7,04:20:08,433.1584633433151
601,user1101,28,10,22:36:46,249.18147023311275
602,user2251,285,2,18:38:30,77.54750338546026
602,user2251,313,2,18:38:30,78.34790983292784
602,user2251,775,9,18:38:30,49.36057728151775
602,user2251,504,4,18:38:30,66.38839103483312
602,user2251,340,9,18:38:30,656.0004040759915
603,user987,328,4,13:08:37,358.37419680616796
604,user1701,499,5,10:57:16,241.14476269583258
604,user1701,268,5,10:57:16,167.09294177798455
604,user1701,153,4,10:57:16,265.3305080012734
604,user1701,351,4,10:57:16,247.821239886374
605,user526,47,10,14:24:42,175.00704238901636
605,user526,430,3,14:24:42,52.42776863907166
605,user526,245,10,14:24:42,457.6128209515903
606,user1571,237,4,12:19:42,161.07155029818108
606,user1571,349,10,12:19:42,55.84323498709935
607,user1771,889,10,20:29:58,382.8297080621075
607,user1771,384,8,20:29:58,590.9048568976451
607,user1771,420,1,20:29:58,69.77378785057755
607,user1771,889,4,20:29:58,153.131883224843
607,user1771,208,8,20:29:58,381.5422994533322
608,user212,200,1,21:59:42,26.299498777689042
608,user212,506,6,21:59:42,505.52989172095147
609,user2602,233,1,10:49:08,55.99081702657463
610,user1563,823,9,21:20:06,589.5020986247125
611,user2047,958,1,10:31:12,43.96717238183168
611,user2047,19,10,10:31:12,544.6151721197266
611,user2047,973,1,10:31:12,14.385671999847736
611,user2047,559,3,10:31:12,14.43179623456118
611,user2047,280,9,10:31:12,436.91112406730497
612,user2808,234,3,16:34:44,224.83824125218877
612,user2808,79,9,16:34:44,233.0516723619316
613,user2901,899,10,20:14:47,307.1307371421937
613,user2901,548,7,20:14:47,54.99086855199084
613,user2901,648,6,20:14:47,426.9109176769216
613,user2901,248,4,20:14:47,240.22364013156115
613,user2901,902,1,20:14:47,80.99697314086379
614,user2130,219,5,19:12:30,72.8748593930332
615,user2543,548,6,11:48:20,47.135030187420725
615,user2543,723,3,11:48:20,204.62400109238706
615,user2543,673,3,11:48:20,256.76169042915603
616,user1648,968,2,02:37:23,140.19430788029734
616,user1648,795,3,02:37:23,270.01044592930026
616,user1648,102,3,02:37:23,196.45847028709858
616,user1648,842,8,02:37:23,214.96546190503892
616,user1648,467,10,02:37:23,388.34913839662187
617,user1119,338,6,16:21:02,73.47868700512433
617,user1119,357,7,16:21:02,373.10667181165337
618,user37,530,6,22:16:06,138.26939852280506
618,user37,254,8,22:16:06,625.4551686187356
618,user37,957,9,22:16:06,26.942764945968424
618,user37,120,7,22:16:06,59.37375891187288
618,user37,230,9,22:16:06,231.8902178525302
619,user113,867,4,23:45:23,56.02675227229864
620,user2040,270,1,02:39:51,24.85516013303034
620,user2040,739,2,02:39:51,78.22464656083709
621,user1889,559,4,16:03:50,19.242394979414907
621,user1889,704,10,16:03:50,17.41041265848217
622,user2840,91,9,21:09:48,552.8229045642104
622,user2840,61,10,21:09:48,849.4585414676
622,user2840,97,5,21:09:48,300.17760467535874
622,user2840,888,2,21:09:48,172.23575824616353
623,user2259,5,5,12:02:07,321.2422651189507
624,user135,167,8,08:09:23,392.22546185420924
624,user135,548,6,08:09:23,47.135030187420725
624,user135,448,5,08:09:23,322.89735958296706
624,user135,260,1,08:09:23,31.8873102138591
624,user135,554,4,08:09:23,60.491700884223796
625,user2558,477,4,20:51:58,288.5489117785962
625,user2558,335,6,20:51:58,350.6787758557286
625,user2558,779,2,20:51:58,133.84687695378705
626,user1682,59,2,23:49:13,88.63185294109033
626,user1682,975,7,23:49:13,224.16383252966284
626,user1682,14,3,23:49:13,43.81739590687099
626,user1682,686,10,23:49:13,784.9689921370907
626,user1682,398,2,23:49:13,18.405202121887584
627,user392,450,9,23:04:51,335.827142071169
627,user392,272,2,23:04:51,88.6059334299513
628,user57,315,8,23:18:56,151.0149011577039
628,user57,147,5,23:18:56,7.125848700942207
628,user57,832,7,23:18:56,13.941610684547019
629,user802,541,9,21:49:20,677.7787046610108
629,user802,611,7,21:49:20,198.64228610974405
630,user1574,13,10,11:31:05,609.4321207032117
630,user1574,919,1,11:31:05,72.17605761137467
630,user1574,804,5,11:31:05,136.68504222790665
631,user2547,211,10,16:16:35,508.3998425975387
631,user2547,287,7,16:16:35,477.09426885822256
631,user2547,917,2,16:16:35,80.82242978085671
631,user2547,640,10,16:16:35,679.6424904883851
632,user2308,610,3,05:51:50,80.83699187932925
633,user412,318,2,02:47:48,138.4129880516205
633,user412,141,1,02:47:48,54.78630323488827
633,user412,942,7,02:47:48,320.477825351428
634,user601,94,6,17:25:28,301.62873912975033
634,user601,51,1,17:25:28,2.5279796605880436
634,user601,334,8,17:25:28,144.745676121453
634,user601,730,9,17:25:28,18.423958824246462
635,user2667,543,2,11:51:41,140.4995866980629
635,user2667,66,1,11:51:41,22.115832731585915
635,user2667,980,1,11:51:41,63.44440056346442
636,user542,727,8,21:33:54,574.8863355981924
636,user542,844,7,21:33:54,224.49184523948622
636,user542,704,4,21:33:54,6.964165063392867
637,user1309,471,4,14:06:00,284.5334322932933
637,user1309,910,5,14:06:00,373.5568937999435
638,user205,420,6,14:44:04,418.6427271034653
638,user205,79,8,14:44:04,207.15704209949476
638,user205,292,6,14:44:04,96.80941527864492
638,user205,163,2,14:44:04,74.85950007091243
639,user1082,636,3,23:20:44,64.7790070346893
639,user1082,570,4,23:20:44,126.95249988914681
639,user1082,450,3,23:20:44,111.94238069038968
639,user1082,833,1,23:20:44,72.53369192297296
640,user1731,910,8,07:21:58,597.6910300799096
641,user2244,809,2,12:10:38,47.097536015261696
641,user2244,440,4,12:10:38,120.57401562183601
642,user920,423,3,21:11:10,272.2859782784259
642,user920,757,9,21:11:10,818.9951297229755
642,user920,188,8,21:11:10,577.3105129802244
642,user920,679,4,21:11:10,286.1091443723539
642,user920,281,8,21:11:10,497.80632676735195
643,user725,654,7,01:23:37,361.1110289571944
643,user725,756,2,01:23:37,85.1188849356938
643,user725,19,5,01:23:37,272.3075860598633
643,user725,414,7,01:23:37,192.01797664021498
644,user347,873,2,20:37:20,85.6356410174446
644,user347,46,7,20:37:20,588.5581828170803
645,user2904,138,5,03:50:31,403.15949417909746
645,user2904,491,8,03:50:31,720.526582213683
646,user1886,270,9,14:23:00,223.69644119727303
646,user1886,583,4,14:23:00,211.40135688978117
646,user1886,719,1,14:23:00,47.9856853306966
646,user1886,674,5,14:23:00,385.49261346252996
647,user2530,645,8,07:25:19,703.2964161475122
647,user2530,903,9,07:25:19,712.5841926012052
648,user993,26,4,15:00:01,104.8196229842456
648,user993,738,6,15:00:01,313.99054451342863
649,user1484,512,2,10:24:23,42.848567847680016
649,user1484,779,4,10:24:23,267.6937539075741
650,user2274,510,9,17:37:33,527.0359612674994
650,user2274,164,4,17:37:33,264.1177827763346
650,user2274,461,8,17:37:33,261.094319689149
650,user2274,920,8,17:37:33,522.4876922876413
650,user2274,656,5,17:37:33,231.5321045565139
651,user1615,355,1,12:07:00,48.505023926202334
651,user1615,534,7,12:07:00,23.13260214536381
651,user1615,244,9,12:07:00,14.997705145279287
652,user1225,551,2,15:09:35,114.95168189794718
653,user1714,616,10,06:26:18,78.08209688373441
654,user1509,985,9,13:07:47,141.46219288542088
